company_id,industry_sector,listing_status,credit_rating_band,audit_going_concern_flag,years_in_operation,num_employees,debt_to_equity_ratio,current_ratio,interest_coverage_ratio,revenue_growth_pct,net_profit_margin_pct,working_capital_to_assets_ratio,macroeconomic_interest_rate_pct,distress_risk_category
684,Manufacturing,Private,Investment Grade,,6.5,355,1.02,2.35,6.98,-1.9,5.780138008600148,0.308,15.42,Healthy
685,Retail,Private,Speculative,,9.9,285,0.49,1.88,8.86,6.11,-10.065868973817,0.174,16.47,Watch
686,Construction,Private,Investment Grade,,8.8,92,0.27,1.24,10.7,22.5,24.53370835146172,0.06,13.48,Healthy
687,Retail,Public,Speculative,No,1.8,265,0.33,0.67,-2.55,-6.75,14.44582406002964,-0.079,13.04,Healthy
688,Manufacturing,Private,Investment Grade,,2.3,213,1.91,1.5,7.63,14.35,4.950672757716293,0.104,14.87,Healthy
689,Energy,Public,Investment Grade,No,17.1,139,2.26,1.01,0.95,12.57,29.681040814187625,-0.021,15.78,Healthy
690,Energy,Private,High Risk,,15.4,79,1.56,1.34,7.07,5.71,10.99141727140266,0.117,15.59,Watch
691,Energy,Private,High Risk,,2.1,475,0.75,1.49,5.25,-9.66,6.1577198744082375,0.03,13.45,Healthy
692,Retail,Private,Investment Grade,,5.9,208,2.09,0.71,0.33,-23.45,2.056623526247266,-0.085,13.9,Distressed
693,Construction,Private,Speculative,,23.2,251,1.98,1.35,10.44,-8.26,15.307458864371268,0.0,16.33,Watch
694,Retail,Private,Speculative,,13.1,138,1.49,1.72,6.59,-5.13,7.452299557890726,0.085,11.49,Healthy
695,Manufacturing,Private,Investment Grade,,13.3,129,1.17,0.89,17.82,8.88,-10.612690536761189,0.003,12.43,Healthy
696,Technology,Private,Investment Grade,,16.7,1736,1.72,1.89,7.97,14.59,2.3659285955230214,0.15,11.39,Healthy
697,Construction,Private,Investment Grade,,5.3,174,2.75,1.97,3.86,-2.99,14.139531539106986,0.131,12.94,Watch
698,Technology,Private,Speculative,,6.2,30,0.98,1.36,6.92,-0.45,-1.4069533279768338,0.072,14.77,Healthy
699,Energy,Public,Investment Grade,Yes,12.3,681,0.62,1.06,10.07,4.98,-0.5937120127068178,0.028,12.09,Healthy
700,Construction,Private,Speculative,,17.5,1420,1.06,0.89,5.98,4.69,-2.4150124139765463,-0.015,12.79,Healthy
701,Energy,Public,Investment Grade,No,33.7,1127,2.12,2.5,5.7,-7.11,7.5916441736191445,0.339,8.08,Healthy
702,Retail,Public,Investment Grade,No,22.8,329,1.99,1.15,12.33,3.09,11.720417252102674,-0.002,12.99,Healthy
703,Retail,Public,Speculative,No,7.6,355,0.51,1.89,-2.04,2.97,13.855905476848658,0.138,17.4,Healthy
704,Technology,Private,High Risk,,4.4,162,1.3,0.2,8.86,-12.83,,-0.126,13.62,Distressed
705,Technology,Private,Speculative,,3.9,199,0.57,0.15,7.2,5.35,5.3027144278130915,-0.178,15.71,Healthy
706,Technology,Private,Investment Grade,,31.1,117,0.73,1.09,0.33,-8.35,-3.2746800785568055,0.059,14.23,Watch
707,Construction,Private,Investment Grade,,41.5,192,1.42,2.23,-5.58,-11.95,5.702835658380632,0.171,14.58,Watch
708,Construction,Private,High Risk,,17.0,586,0.47,2.67,8.99,13.1,-4.267866914084495,0.24,11.82,Healthy
709,Construction,Private,Speculative,,11.1,241,0.55,1.29,3.12,1.09,4.951276317041188,0.069,13.81,Healthy
710,Retail,Private,Investment Grade,,16.1,622,1.29,0.78,1.89,2.78,4.694614632683342,-0.01,16.98,Healthy
711,Manufacturing,Private,Speculative,,20.4,466,1.26,0.71,4.98,-4.6,10.870754402704025,0.009,13.4,Watch
712,Manufacturing,Private,Investment Grade,,22.5,91,1.11,1.32,4.05,9.05,2.3679363629085253,0.076,15.22,Healthy
713,Construction,Private,Speculative,,1.1,114,0.97,1.5,0.74,0.99,-0.9865013729490402,0.118,14.67,Watch
714,Energy,Private,Investment Grade,,16.3,362,0.86,1.94,7.48,7.75,8.642653480269884,0.164,16.4,Healthy
715,Construction,Private,Speculative,,14.3,64,3.97,1.93,11.35,6.06,5.886068351479859,0.194,12.38,Healthy
716,Manufacturing,Private,Speculative,,9.3,574,1.18,1.97,4.76,16.37,15.243957297717865,0.17,15.47,Healthy
717,Technology,Private,Investment Grade,,7.7,263,0.36,0.78,2.69,12.93,2.1861863150118577,-0.048,15.6,Watch
718,Energy,Private,Speculative,,3.7,182,0.24,2.03,20.89,-4.67,-4.456872335327592,0.208,13.09,Healthy
719,Construction,Public,Investment Grade,No,3.0,245,2.34,1.86,2.22,5.09,6.240502702854908,0.169,14.19,Healthy
720,Manufacturing,Private,Investment Grade,,12.2,214,0.95,0.99,12.88,2.58,9.738549436480458,0.041,13.33,Healthy
721,Construction,Private,High Risk,,17.7,216,0.69,2.21,2.06,11.69,8.49516369671991,0.23,12.33,Healthy
722,Construction,Private,High Risk,,9.7,79,2.33,1.05,-1.76,2.53,7.822915891656118,-0.019,12.09,Healthy
723,Retail,Private,High Risk,,18.9,129,1.02,2.17,-5.85,3.95,-0.4155191960875886,0.249,14.13,Distressed
724,Construction,Private,Investment Grade,,69.4,217,1.95,2.19,8.48,-1.48,12.160068110030448,0.088,11.41,Healthy
725,Energy,Private,Investment Grade,,11.3,289,1.14,1.88,-4.93,15.85,-5.093619412315334,0.169,12.31,Watch
726,Construction,Private,Investment Grade,,27.1,780,0.7,2.05,1.45,-4.57,5.6368854050363915,0.277,16.51,Healthy
727,Technology,Public,High Risk,No,3.9,719,1.4,1.58,14.54,13.32,12.60541477266841,0.143,13.12,Healthy
728,Retail,Private,Speculative,,6.2,441,0.79,2.53,1.89,16.79,1.8842563962876602,0.332,13.0,Watch
729,Energy,Private,Speculative,,10.7,164,1.07,0.79,5.77,9.1,14.658038544438384,-0.034,17.11,Healthy
730,Energy,Private,Speculative,,19.1,217,0.58,1.72,5.32,25.38,-1.5307789074075089,0.18,13.89,Healthy
731,Retail,Public,Speculative,No,24.6,82,2.36,1.76,-1.64,2.67,-8.403626537216827,0.087,14.46,Distressed
732,Technology,Private,Speculative,,23.1,63,0.64,2.97,7.13,2.78,4.62893442404692,0.336,14.2,Healthy
733,Technology,Private,Investment Grade,,11.3,186,0.61,1.72,3.68,-1.18,5.0648279561813565,0.06,16.14,Watch
734,Construction,Private,Speculative,,1.0,591,0.81,1.76,4.85,-0.33,3.151776490164057,0.039,16.29,Healthy
735,Construction,Private,Speculative,,5.7,443,1.2,1.41,9.99,21.65,16.13911345983667,0.06,15.25,Healthy
736,Manufacturing,Private,High Risk,,22.7,519,2.24,0.86,-3.07,13.51,-1.5620434030860837,-0.039,12.3,Distressed
737,Energy,Private,High Risk,,17.1,322,0.3,1.2,10.57,6.83,0.8661757059042499,0.03,14.99,Healthy
738,Construction,Private,High Risk,,12.4,649,1.37,2.47,-3.7,-22.44,-1.8457847542702437,0.307,10.5,Distressed
739,Manufacturing,Public,Speculative,No,17.0,364,1.53,1.67,10.19,-14.02,4.083546084207542,0.136,12.84,Healthy
740,Manufacturing,Private,Investment Grade,,2.3,41,3.78,0.64,2.02,7.53,7.979377078501238,-0.065,14.64,Watch
741,Retail,Private,Speculative,,20.8,388,0.06,2.79,-4.36,-5.25,-0.18255204461898344,0.239,8.98,Watch
742,Retail,Private,High Risk,,3.4,141,1.72,2.28,9.51,4.67,5.908091283394232,0.208,14.34,Healthy
743,Manufacturing,Public,Speculative,No,28.0,584,0.35,2.67,7.94,6.38,1.0828259540994702,0.302,12.37,Healthy
744,Manufacturing,Private,Speculative,,6.2,659,2.35,1.25,-6.65,7.47,-1.0760397040018193,0.064,14.26,Distressed
745,Manufacturing,Private,Speculative,,18.2,455,1.41,1.28,-5.62,14.15,1.173782978762219,0.026,13.72,Watch
746,Technology,Private,High Risk,,25.6,1279,0.85,2.14,1.29,13.35,-1.257270319138466,0.141,13.98,Healthy
747,Retail,Private,Investment Grade,,10.0,308,0.92,2.24,10.82,16.85,2.7401585924033283,0.224,15.25,Healthy
748,Manufacturing,Private,High Risk,,5.1,419,0.67,2.49,1.8,-5.43,4.580406051876555,0.228,13.55,Healthy
749,Technology,Private,Investment Grade,,27.5,172,1.22,1.79,2.65,-8.64,-15.777603301645378,0.111,11.28,Watch
750,Energy,Private,Investment Grade,,0.5,441,1.99,0.71,-0.46,-8.82,6.8428720321544185,-0.067,14.5,Distressed
751,Retail,Public,Speculative,No,27.6,100,1.98,2.26,-1.21,17.39,-8.828558626382943,0.343,14.91,Watch
752,Energy,Public,Speculative,No,1.7,139,0.86,1.65,7.08,1.79,3.9283049108949033,0.061,14.25,Healthy
753,Energy,Private,High Risk,,6.7,57,1.27,1.03,14.71,14.49,,-0.011,15.03,Healthy
754,Manufacturing,Public,Speculative,No,3.8,128,2.2,1.41,3.31,-6.95,37.515585013189764,0.099,14.99,Healthy
755,Construction,Private,Investment Grade,,8.3,162,2.29,1.7,2.39,8.88,4.550372953425415,0.01,11.99,Watch
756,Technology,Public,High Risk,No,10.4,157,0.92,1.86,11.73,-12.26,10.460754258574756,0.198,9.9,Healthy
757,Manufacturing,Public,Investment Grade,No,10.6,460,0.47,1.63,3.71,-0.41,1.6360920771730125,0.17,12.28,Healthy
758,Retail,Private,Investment Grade,,8.3,226,0.43,2.55,11.92,7.14,1.441569607966704,0.351,12.52,Healthy
759,Construction,Public,Speculative,No,44.0,776,1.29,1.32,3.86,13.2,-5.421095132825018,0.037,8.44,Watch
760,Construction,Public,Investment Grade,No,5.9,264,1.24,0.34,5.91,23.38,11.728633722583247,-0.064,12.51,Healthy
761,Energy,Private,Investment Grade,,2.0,812,0.16,1.36,5.65,-2.11,14.710708906013613,0.115,17.58,Healthy
762,Retail,Private,Investment Grade,,24.3,195,0.65,1.06,0.53,6.35,-2.818623613377559,0.039,13.08,Healthy
763,Construction,Private,Speculative,,16.1,102,0.78,0.8,5.43,4.32,0.33792973931611314,-0.031,13.04,Distressed
764,Technology,Private,Investment Grade,,7.5,139,0.37,3.03,7.01,-8.09,0.4802317905116045,0.536,14.67,Healthy
765,Manufacturing,Private,Speculative,,11.4,381,0.8,0.36,0.75,8.28,14.112131485838296,-0.108,13.08,Healthy
766,Retail,Public,Investment Grade,No,11.7,95,0.21,2.35,-3.03,16.58,-11.543500644190445,0.252,16.27,Healthy
767,Technology,Private,Speculative,,24.4,208,0.87,0.88,9.99,9.49,8.144464396746246,-0.047,8.07,Healthy
768,Manufacturing,Private,Investment Grade,,7.8,467,1.59,0.73,6.97,3.7,0.5111695373774605,-0.025,14.21,Healthy
769,Retail,Private,Speculative,,8.5,187,1.18,1.95,6.61,5.38,,0.093,11.39,Healthy
770,Manufacturing,Public,High Risk,Yes,15.7,245,1.55,0.95,2.65,-1.67,5.214254963082199,0.045,13.9,Healthy
771,Energy,Public,High Risk,No,14.3,107,2.3,1.09,5.17,13.81,9.148995217501078,-0.023,14.64,Healthy
772,Manufacturing,Public,Speculative,No,7.4,55,1.91,1.39,7.53,13.72,2.8507178358318344,0.098,11.53,Healthy
773,Technology,Private,Investment Grade,,13.9,320,0.51,1.91,-1.2,13.02,16.041896214688485,0.135,15.44,Healthy
774,Technology,Private,Speculative,,17.0,125,1.27,0.93,1.05,0.18,-0.18136729691908382,0.001,11.1,Distressed
775,Construction,Private,High Risk,,10.3,107,2.05,1.13,5.28,-2.35,1.456628646954747,0.075,16.92,Healthy
776,Energy,Private,Investment Grade,,5.8,124,2.41,2.35,8.89,3.44,,0.149,15.22,Healthy
777,Construction,Private,High Risk,,2.6,63,1.25,2.45,2.17,-12.41,5.738939581555016,0.335,12.71,Healthy
778,Manufacturing,Private,Investment Grade,,5.1,146,1.87,1.86,3.21,3.77,-2.9035635897501404,0.19,14.64,Healthy
779,Retail,Public,High Risk,No,6.5,161,0.53,0.67,-2.84,13.46,17.067552781115413,-0.013,16.71,Watch
780,Manufacturing,Private,High Risk,,31.9,383,0.31,1.51,2.06,13.17,,0.082,13.28,Healthy
781,Manufacturing,Private,Speculative,,28.4,294,0.65,1.18,4.29,-2.93,,-0.006,12.46,Healthy
782,Manufacturing,Private,Speculative,,21.0,234,2.2,1.68,3.03,-17.01,,0.119,11.86,Distressed
783,Manufacturing,Private,Investment Grade,,9.1,489,0.76,1.35,-3.42,-2.5,31.653128913924643,0.084,12.65,Healthy
784,Manufacturing,Private,Investment Grade,,21.7,498,1.74,2.04,-3.09,5.96,-2.1675733453795747,0.243,14.01,Healthy
785,Retail,Private,Investment Grade,,19.1,58,0.76,3.26,15.42,-3.85,-0.9008200229030701,0.269,11.83,Healthy
786,Retail,Private,Speculative,,11.8,810,1.59,2.02,17.67,3.79,-2.561558984280623,0.165,15.05,Healthy
787,Retail,Private,Speculative,,39.7,60,0.62,2.31,-1.58,17.91,-4.4686622500176565,0.154,16.24,Healthy
788,Manufacturing,Private,Investment Grade,,10.9,362,3.96,1.97,3.04,9.32,1.77487924753619,0.211,13.57,Healthy
789,Construction,Private,Investment Grade,,19.5,238,1.03,0.93,8.95,19.42,2.4443009196316767,0.006,14.14,Healthy
790,Manufacturing,Private,High Risk,,14.0,120,0.5,2.07,9.03,2.42,6.009900567160438,0.284,14.89,Watch
791,Retail,Private,High Risk,,3.5,9,1.65,1.69,8.09,8.78,1.8852271367381412,0.095,9.79,Healthy
792,Manufacturing,Private,High Risk,,8.7,130,0.23,1.11,10.76,-16.18,11.229732467215015,0.013,12.46,Healthy
793,Manufacturing,Private,Speculative,,13.4,251,2.52,2.78,1.86,-8.11,-8.644515489184407,0.314,12.05,Watch
794,Technology,Private,Investment Grade,,26.6,130,1.4,1.33,2.16,-6.34,5.87814614618838,0.063,15.26,Healthy
795,Energy,Private,Speculative,,5.6,393,1.57,0.63,5.91,12.72,-2.7899752261220883,-0.093,13.83,Watch
796,Energy,Private,Investment Grade,,10.1,656,2.03,0.92,12.7,22.59,1.6264548208203742,0.024,13.22,Watch
797,Construction,Public,Speculative,Yes,9.6,93,2.23,2.5,9.98,10.29,2.140164720551054,0.305,13.9,Healthy
798,Manufacturing,Private,Investment Grade,,21.1,547,2.01,1.78,4.93,6.91,-2.287184761741443,0.076,13.54,Healthy
799,Construction,Private,Investment Grade,,26.2,271,3.48,1.51,1.75,-8.69,-10.9683577410188,0.062,7.83,Watch
800,Retail,Private,High Risk,,8.3,347,0.22,1.39,15.45,-5.5,-1.7001882977212848,0.082,12.23,Healthy
801,Technology,Private,Speculative,,3.4,71,2.22,1.43,5.02,4.5,12.649490562892098,0.037,14.93,Healthy
802,Retail,Private,Investment Grade,,5.7,65,1.91,2.53,1.89,-0.06,-2.189817966831839,0.29,11.46,Healthy
803,Retail,Private,Investment Grade,,3.1,362,1.16,1.48,0.86,-7.17,11.274554605658375,0.106,12.97,Watch
804,Energy,Private,Investment Grade,,26.8,566,0.59,2.32,5.51,6.94,-1.584816448334812,0.351,12.28,Healthy
805,Manufacturing,Public,Investment Grade,No,6.3,148,0.92,2.59,2.51,-15.75,8.731456168332237,0.05,16.24,Healthy
806,Retail,Public,Speculative,No,4.9,308,1.12,1.44,4.0,-0.87,5.163793161072549,0.102,9.98,Healthy
807,Retail,Public,Investment Grade,No,7.1,141,0.22,1.64,15.96,6.95,8.527625864411624,0.129,11.83,Healthy
808,Manufacturing,Private,Speculative,,16.6,70,2.6,2.59,4.73,5.71,13.534072017897339,0.32,12.23,Healthy
809,Manufacturing,Private,Speculative,,4.9,371,0.88,2.83,3.98,6.13,,0.141,11.76,Healthy
810,Technology,Private,Investment Grade,,46.5,130,0.99,0.94,6.08,3.96,,-0.028,15.25,Healthy
811,Construction,Private,Speculative,,8.2,10,2.77,0.1,7.17,-11.24,-3.4621035922551595,-0.068,10.91,Distressed
812,Technology,Private,Investment Grade,,15.1,594,1.51,1.72,0.27,-8.67,-2.330521288779062,0.049,14.89,Watch
813,Technology,Private,Investment Grade,,14.6,168,2.9,2.29,10.59,7.63,23.9821163497235,0.29,13.25,Healthy
814,Manufacturing,Public,High Risk,No,5.1,194,0.18,1.11,7.08,-4.99,20.43029954035161,0.024,18.11,Healthy
815,Technology,Public,Investment Grade,No,13.6,228,0.48,1.07,-1.67,9.16,5.646363941546534,0.065,15.49,Healthy
816,Manufacturing,Private,Investment Grade,,4.3,170,1.09,1.65,22.77,9.13,13.532654669133002,0.181,14.43,Healthy
817,Technology,Public,High Risk,No,7.1,219,0.47,0.24,1.68,14.31,13.594508929519602,-0.167,11.98,Healthy
818,Technology,Public,Investment Grade,No,13.4,288,4.32,2.31,8.95,15.51,-0.9425495841820819,0.153,11.64,Healthy
819,Energy,Private,High Risk,,22.4,233,0.98,2.01,-2.52,7.6,-1.609153467082761,0.151,13.29,Watch
820,Energy,Public,Investment Grade,No,4.6,570,1.24,0.97,2.94,10.93,6.800422945108542,-0.017,14.28,Watch
821,Construction,Private,Speculative,,2.1,58,0.87,0.98,-3.41,-14.81,2.6408016363062474,0.063,12.68,Distressed
822,Manufacturing,Private,Investment Grade,,4.4,244,2.66,1.58,5.6,-4.61,6.158718574580094,0.084,14.98,Watch
823,Retail,Private,Speculative,,2.4,133,2.51,0.19,5.15,-1.06,13.20477052641468,-0.162,13.01,Distressed
824,Technology,Private,Investment Grade,,5.3,317,2.49,2.71,5.31,-4.91,,0.289,13.76,Healthy
825,Construction,Private,High Risk,,7.1,242,1.33,2.33,1.1,3.43,11.084596731334367,0.285,11.76,Healthy
826,Technology,Private,Investment Grade,,14.2,371,0.8,2.28,3.24,8.94,26.60251219383071,0.454,13.46,Healthy
827,Technology,Private,Investment Grade,,2.4,31,0.61,2.04,3.82,-8.5,-1.1072625826779836,0.199,14.1,Watch
828,Retail,Private,Investment Grade,,7.8,331,1.33,2.43,10.19,-0.82,-2.363155745002741,0.305,12.73,Healthy
829,Construction,Private,Investment Grade,,6.0,462,0.54,1.14,9.13,3.9,6.67251649840728,-0.037,11.96,Healthy
830,Energy,Public,Investment Grade,No,6.3,1099,1.84,2.77,-0.86,6.71,5.060735516947442,0.261,13.76,Healthy
831,Technology,Private,Investment Grade,,21.5,245,3.75,1.01,2.45,8.09,15.901408941125043,0.023,14.3,Watch
832,Construction,Private,Investment Grade,,4.4,202,0.16,0.47,4.69,8.16,23.623659095018684,-0.106,13.26,Healthy
833,Construction,Private,High Risk,,22.5,255,1.75,0.1,-0.01,17.86,4.18718021636392,-0.152,12.98,Distressed
834,Manufacturing,Public,Speculative,No,21.1,192,2.15,1.79,10.2,10.49,1.0672113613433991,0.134,12.56,Healthy
835,Retail,Private,High Risk,,2.8,425,0.1,2.06,1.21,17.63,5.700980268147193,0.255,13.91,Healthy
836,Manufacturing,Private,Investment Grade,,8.4,321,0.72,1.05,7.21,2.56,6.142047768571404,-0.009,16.31,Healthy
837,Construction,Private,Speculative,,7.0,72,1.55,1.36,2.16,-0.94,-22.509476362835294,0.094,13.94,Distressed
838,Construction,Private,Speculative,,16.0,405,1.39,2.21,9.63,15.03,-1.893343183505472,0.249,13.97,Healthy
839,Manufacturing,Private,Investment Grade,,19.6,478,2.84,2.51,6.9,-3.06,11.770147003277582,0.281,12.77,Healthy
840,Retail,Private,Investment Grade,,15.6,268,1.01,1.25,2.53,-6.23,0.541114757080142,0.039,14.23,Healthy
841,Retail,Public,Speculative,No,16.4,155,0.11,1.23,3.19,-1.22,-3.6406169307782363,0.049,14.74,Healthy
842,Retail,Private,Investment Grade,,6.8,699,0.59,2.78,-4.37,9.39,6.090990968160639,0.334,10.58,Healthy
843,Manufacturing,Private,Investment Grade,,0.5,535,1.42,1.84,15.78,-9.83,21.76117982693765,0.145,10.83,Healthy
844,Technology,Public,High Risk,No,18.9,212,1.12,0.51,5.22,8.68,9.061017145134006,-0.048,14.69,Watch
845,Energy,Private,Speculative,,5.1,88,0.9,2.33,2.57,9.57,0.5921631839190029,0.236,16.55,Healthy
846,Construction,Private,Investment Grade,,25.8,635,0.53,2.18,8.29,23.52,,0.178,15.11,Healthy
847,Construction,Private,Investment Grade,,30.6,753,2.6,1.28,10.72,-15.04,-12.0990711095567,0.011,14.74,Distressed
848,Manufacturing,Private,Speculative,,17.0,66,0.31,0.1,4.27,6.29,-7.789908708740986,-0.18,16.57,Watch
849,Manufacturing,Private,Investment Grade,,11.7,144,1.02,1.91,2.34,8.93,22.814212321094608,0.137,12.66,Healthy
850,Technology,Public,Investment Grade,No,17.2,232,1.93,1.42,5.15,4.0,0.5647486179820271,0.149,13.13,Healthy
851,Technology,Private,High Risk,,16.4,126,1.27,2.07,10.22,0.04,0.3829719714502158,0.242,12.41,Healthy
852,Construction,Private,Investment Grade,,16.7,379,2.43,0.75,3.94,17.33,15.476291091188545,-0.023,15.13,Healthy
853,Manufacturing,Public,Investment Grade,No,30.6,243,1.75,2.19,5.25,10.57,3.758833541844533,0.133,13.73,Healthy
854,Retail,Private,Speculative,,8.1,596,2.57,2.48,-0.58,-13.29,-8.978056347633098,0.18,12.82,Watch
855,Energy,Public,Speculative,No,6.9,43,1.88,1.14,2.82,13.42,13.129085821889962,0.039,15.4,Healthy
856,Construction,Private,Speculative,,18.9,22,0.53,1.07,4.49,12.45,0.9473630304142571,-0.013,12.65,Healthy
857,Manufacturing,Private,Speculative,,16.4,555,0.36,1.77,8.17,6.74,-0.2970235808356536,0.122,15.76,Healthy
858,Manufacturing,Private,High Risk,,13.3,252,3.79,0.63,-1.24,-3.64,-1.3557224489823518,-0.099,14.05,Distressed
859,Energy,Private,Investment Grade,,7.6,389,1.69,1.97,0.01,-1.3,5.732038212621527,0.063,15.98,Healthy
860,Construction,Private,Speculative,,4.4,280,1.06,2.94,11.7,6.78,12.33308758077738,0.176,8.04,Healthy
861,Construction,Private,High Risk,,38.8,296,1.01,2.23,-0.67,3.99,0.6063119917568969,0.154,12.67,Distressed
862,Manufacturing,Public,Speculative,No,20.7,343,0.59,2.58,3.03,3.92,3.118883077391973,0.26,15.83,Healthy
863,Technology,Public,Investment Grade,No,13.2,300,0.83,1.2,3.26,2.71,4.4795343530585665,0.005,18.97,Healthy
864,Retail,Private,High Risk,,11.5,287,0.82,1.28,-0.84,-6.63,13.008979794447795,0.037,11.62,Healthy
865,Construction,Private,Investment Grade,,9.3,648,2.22,1.33,-9.77,-6.73,11.063080621008613,0.067,15.85,Distressed
866,Construction,Private,Investment Grade,,18.6,508,2.17,0.6,6.84,12.23,-1.2630469678274139,-0.064,10.34,Healthy
867,Manufacturing,Private,Investment Grade,,3.7,333,2.4,0.89,-2.88,15.58,8.380113310092923,-0.003,13.93,Healthy
868,Technology,Private,Investment Grade,,2.7,201,1.0,1.96,9.56,-0.54,20.11190788678879,0.26,14.76,Healthy
869,Manufacturing,Private,Speculative,,8.8,238,0.36,1.27,2.92,2.67,7.137958962739575,0.077,12.18,Healthy
870,Retail,Private,Speculative,,11.3,88,3.01,1.21,5.49,12.06,2.5461605733849337,0.075,15.23,Healthy
871,Energy,Public,Investment Grade,No,13.9,349,0.65,0.75,-3.98,-1.39,-7.813742168239488,-0.072,13.59,Healthy
872,Manufacturing,Private,Investment Grade,,9.6,36,0.93,1.77,3.79,-3.66,7.7778155699193805,0.115,11.04,Healthy
873,Manufacturing,Private,High Risk,,12.2,372,2.78,1.96,12.73,2.8,14.345867711210603,0.168,16.47,Watch
874,Retail,Public,Speculative,No,9.3,247,1.65,1.7,7.56,-0.74,3.8849596054869444,0.207,14.67,Healthy
875,Construction,Private,Speculative,,11.3,178,1.73,1.55,9.14,7.68,2.9984480600563765,0.158,13.05,Healthy
876,Energy,Private,Investment Grade,,7.9,512,1.5,2.12,-3.56,-2.53,11.03162914013702,0.273,11.89,Healthy
877,Energy,Private,Investment Grade,,6.1,272,0.92,1.58,7.82,7.84,15.468716635867988,0.083,14.15,Healthy
878,Manufacturing,Private,Speculative,,20.1,367,0.3,1.36,0.19,-1.32,,0.117,13.76,Healthy
879,Manufacturing,Private,Speculative,,7.0,272,0.85,1.98,7.48,3.02,-2.542325838633033,0.16,12.84,Distressed
880,Technology,Private,Speculative,,3.9,377,1.01,2.84,11.77,-4.26,7.440358071463508,0.3,16.9,Healthy
881,Construction,Private,High Risk,,7.1,1099,0.7,2.42,20.4,8.16,11.214134857689643,0.339,12.26,Healthy
882,Energy,Private,High Risk,,8.7,96,0.87,1.2,10.72,2.8,-10.738737457153526,0.04,14.34,Distressed
883,Construction,Private,Speculative,,9.8,456,0.97,0.82,-2.53,-2.7,,-0.001,13.75,Watch
884,Retail,Private,Speculative,,53.0,136,0.25,2.1,6.74,-20.35,1.5286814622792697,0.234,15.47,Healthy
885,Retail,Private,High Risk,,17.4,207,1.26,0.78,-4.84,16.37,22.803426726570564,-0.026,16.0,Watch
886,Energy,Private,Speculative,,12.8,261,0.41,2.2,-1.15,-0.82,-6.915731827197298,0.428,11.14,Distressed
887,Construction,Private,Investment Grade,,4.6,446,0.56,2.83,1.34,-9.77,18.224018374198877,0.358,12.78,Healthy
888,Energy,Private,Speculative,,3.9,203,1.83,1.27,10.73,-3.97,2.1673799899638224,0.05,13.14,Watch
889,Manufacturing,Public,Investment Grade,No,40.3,223,0.63,2.45,4.75,-1.43,11.820062203878635,0.256,13.72,Healthy
890,Technology,Private,High Risk,,15.6,175,0.75,1.85,2.72,7.56,-10.02988365431927,0.192,13.71,Healthy
891,Energy,Private,Speculative,,0.7,222,0.61,1.35,0.43,7.86,,0.09,13.53,Distressed
892,Manufacturing,Public,High Risk,No,2.7,246,0.38,2.0,6.14,-7.52,-8.648193093111361,0.141,14.88,Watch
893,Retail,Private,High Risk,,1.4,161,3.07,2.14,10.57,23.25,-6.91305201587077,0.129,9.35,Watch
894,Retail,Private,Investment Grade,,4.8,267,0.16,2.09,3.87,11.42,19.262204535652984,0.253,12.88,Healthy
895,Construction,Private,Speculative,,8.0,236,0.9,2.42,11.05,-4.11,-3.097682336632202,0.235,13.65,Healthy
896,Retail,Private,Investment Grade,,10.6,386,1.39,2.27,-3.53,8.43,-0.681481160593326,0.145,11.79,Healthy
897,Manufacturing,Public,High Risk,No,9.7,252,0.52,3.14,1.54,-10.87,,0.42,12.77,Healthy
898,Manufacturing,Private,Investment Grade,,17.2,154,1.38,0.22,0.32,16.6,9.066002118229656,-0.172,11.11,Watch
899,Retail,Private,Speculative,,12.1,188,0.63,1.15,1.28,5.6,12.645894347354597,-0.014,12.74,Watch
900,Energy,Private,Investment Grade,,19.6,380,1.61,1.28,4.8,25.38,8.78926265282335,0.051,11.2,Healthy
901,Technology,Private,Investment Grade,,12.0,284,1.98,1.67,10.92,17.33,3.348922552445644,0.093,12.95,Healthy
902,Energy,Private,High Risk,,4.6,264,0.48,3.47,-1.97,7.62,9.07669975367634,0.524,11.79,Healthy
903,Construction,Private,Speculative,,9.0,199,1.16,2.49,4.92,1.97,,0.119,13.87,Healthy
904,Manufacturing,Public,Speculative,No,6.6,427,0.29,1.28,-1.8,2.3,9.077202827987627,0.084,14.0,Healthy
905,Manufacturing,Private,Investment Grade,,5.3,267,0.77,1.54,-11.52,7.82,14.334884981208347,0.134,9.25,Watch
906,Construction,Private,Investment Grade,,12.3,150,1.89,1.29,-1.15,-3.78,6.10478635954222,0.116,12.9,Distressed
907,Technology,Private,Investment Grade,,12.3,338,2.44,0.23,7.55,-5.88,,-0.248,10.2,Distressed
908,Retail,Public,Speculative,Yes,8.4,583,0.23,0.85,4.38,-8.33,12.535132927833848,-0.038,13.57,Healthy
909,Manufacturing,Public,High Risk,No,4.3,198,0.46,0.56,2.75,14.3,21.371057405564617,-0.056,16.14,Healthy
910,Technology,Private,Speculative,,8.6,48,0.53,1.34,1.33,-4.64,0.9961675341313985,0.044,12.97,Healthy
911,Energy,Private,Speculative,,16.0,258,1.7,1.4,6.49,-1.3,12.160881626854113,0.046,11.78,Healthy
912,Technology,Private,High Risk,,7.5,274,2.91,0.97,0.53,-2.38,13.417783108819165,-0.003,10.79,Watch
